"node","time","Ssows","Isows","Sgilts","Igilts","Spiglets","Ipiglets","Sgrowers","Igrowers","Sfinish","Ifinish","pentype","section","countdown","phi"
393,730,0,0,0,0,0,0,0,10,0,0,8,6,99999,0
394,730,0,0,0,0,0,0,0,16,0,0,8,6,99999,0
395,730,0,0,0,0,0,0,0,10,0,0,8,6,99999,0
396,730,0,0,0,0,0,0,0,10,0,0,8,6,99999,0
397,730,0,0,0,0,0,0,0,12,0,0,8,6,99999,0
398,730,0,0,0,0,0,0,0,7,0,0,8,6,99999,0
399,730,0,0,0,0,0,0,0,9,0,0,8,6,99999,0
400,730,0,0,0,0,0,0,0,15,0,0,8,6,99999,0
401,730,0,0,0,0,0,0,0,13,0,0,8,6,99999,0
402,730,0,0,0,0,0,0,0,8,0,0,8,6,99999,0
403,730,0,0,0,0,0,0,0,9,0,0,8,6,99999,0
404,730,0,0,0,0,0,0,0,16,0,0,8,6,99999,0
405,730,0,0,0,0,0,0,0,6,0,0,8,6,99999,0
406,730,0,0,0,0,0,0,0,16,0,0,8,6,99999,0
407,730,0,0,0,0,0,0,0,8,0,0,8,6,99999,0
408,730,0,0,0,0,0,0,0,0,0,0,8,6,99999,0
409,730,0,0,0,0,0,0,0,0,0,0,8,6,99999,0
410,730,0,0,0,0,0,0,0,0,0,0,8,6,99999,0
411,730,0,0,0,0,0,0,0,8,0,0,8,7,99999,0
412,730,0,0,0,0,0,0,0,11,0,0,8,7,99999,0
413,730,0,0,0,0,0,0,0,15,0,0,8,7,99999,0
414,730,0,0,0,0,0,0,0,8,0,0,8,7,99999,0
415,730,0,0,0,0,0,0,0,13,0,0,8,7,99999,0
416,730,0,0,0,0,0,0,0,15,0,0,8,7,99999,0
417,730,0,0,0,0,0,0,0,11,0,0,8,7,99999,0
418,730,0,0,0,0,0,0,0,3,0,0,8,7,99999,0
419,730,0,0,0,0,0,0,0,13,0,0,8,7,99999,0
420,730,0,0,0,0,0,0,0,9,0,0,8,7,99999,0
421,730,0,0,0,0,0,0,0,13,0,0,8,7,99999,0
422,730,0,0,0,0,0,0,0,11,0,0,8,7,99999,0
423,730,0,0,0,0,0,0,0,12,0,0,8,7,99999,0
424,730,0,0,0,0,0,0,0,15,0,0,8,7,99999,0
425,730,0,0,0,0,0,0,0,11,0,0,8,7,99999,0
426,730,0,0,0,0,0,0,0,17,0,0,8,7,99999,0
427,730,0,0,0,0,0,0,0,11,0,0,8,7,99999,0
428,730,0,0,0,0,0,0,0,14,0,0,8,7,99999,0
429,730,0,0,0,0,0,0,0,11,0,0,8,7,99999,0
430,730,0,0,0,0,0,0,0,15,0,0,8,7,99999,0
431,730,0,0,0,0,0,0,0,9,0,0,8,7,99999,0
432,730,0,0,0,0,0,0,0,0,0,0,8,7,99999,0
433,730,0,0,0,0,0,0,0,0,0,0,8,7,99999,0
434,730,0,0,0,0,0,0,0,0,0,0,8,7,99999,0
435,730,0,0,0,0,0,0,0,0,0,0,8,7,99999,0
436,730,0,0,0,0,0,0,0,0,0,0,8,7,99999,0
437,730,0,0,0,0,0,0,0,11,0,0,8,8,99999,0
438,730,0,0,0,0,0,0,0,14,0,0,8,8,99999,0
439,730,0,0,0,0,0,0,0,10,0,0,8,8,99999,0
440,730,0,0,0,0,0,0,0,6,0,0,8,8,99999,0
441,730,0,0,0,0,0,0,0,8,0,0,8,8,99999,0
442,730,0,0,0,0,0,0,0,8,0,0,8,8,99999,0
443,730,0,0,0,0,0,0,0,10,0,0,8,8,99999,0
444,730,0,0,0,0,0,0,0,8,0,0,8,8,99999,0
445,730,0,0,0,0,0,0,0,8,0,0,8,8,99999,0
446,730,0,0,0,0,0,0,0,12,0,0,8,8,99999,0
447,730,0,0,0,0,0,0,0,5,0,0,8,8,99999,0
448,730,0,0,0,0,0,0,0,10,0,0,8,8,99999,0
449,730,0,0,0,0,0,0,0,13,0,0,8,8,99999,0
450,730,0,0,0,0,0,0,0,9,0,0,8,8,99999,0
451,730,0,0,0,0,0,0,0,20,0,0,8,8,99999,0
452,730,0,0,0,0,0,0,0,16,0,0,8,8,99999,0
453,730,0,0,0,0,0,0,0,9,0,0,8,8,99999,0
454,730,0,0,0,0,0,0,0,15,0,0,8,8,99999,0
455,730,0,0,0,0,0,0,0,11,0,0,8,8,99999,0
456,730,0,0,0,0,0,0,0,9,0,0,8,8,99999,0
457,730,0,0,0,0,0,0,0,0,0,0,8,8,99999,0
458,730,0,0,0,0,0,0,0,0,0,0,8,8,99999,0
459,730,0,0,0,0,0,0,0,0,0,0,8,8,99999,0
460,730,0,0,0,0,0,0,0,0,0,0,8,8,99999,0
461,730,0,0,0,0,0,0,0,0,0,0,8,8,99999,0
462,730,0,0,0,0,0,0,0,0,0,0,8,8,99999,0
463,730,0,0,0,0,0,0,0,10,0,0,8,9,99999,0
464,730,0,0,0,0,0,0,0,13,0,0,8,9,99999,0
465,730,0,0,0,0,0,0,0,12,0,0,8,9,99999,0
466,730,0,0,0,0,0,0,0,11,0,0,8,9,99999,0
467,730,0,0,0,0,0,0,0,13,0,0,8,9,99999,0
468,730,0,0,0,0,0,0,0,12,0,0,8,9,99999,0
469,730,0,0,0,0,0,0,0,16,0,0,8,9,99999,0
470,730,0,0,0,0,0,0,0,12,0,0,8,9,99999,0
471,730,0,0,0,0,0,0,0,11,0,0,8,9,99999,0
472,730,0,0,0,0,0,0,0,8,0,0,8,9,99999,0
473,730,0,0,0,0,0,0,0,13,0,0,8,9,99999,0
474,730,0,0,0,0,0,0,0,9,0,0,8,9,99999,0
475,730,0,0,0,0,0,0,0,18,0,0,8,9,99999,0
476,730,0,0,0,0,0,0,0,9,0,0,8,9,99999,0
477,730,0,0,0,0,0,0,0,12,0,0,8,9,99999,0
478,730,0,0,0,0,0,0,0,5,0,0,8,9,99999,0
479,730,0,0,0,0,0,0,0,9,0,0,8,9,99999,0
480,730,0,0,0,0,0,0,0,18,0,0,8,9,99999,0
481,730,0,0,0,0,0,0,0,12,0,0,8,9,99999,0
482,730,0,0,0,0,0,0,0,13,0,0,8,9,99999,0
483,730,0,0,0,0,0,0,0,17,0,0,8,9,99999,0
484,730,0,0,0,0,0,0,0,15,0,0,8,9,99999,0
485,730,0,0,0,0,0,0,0,9,0,0,8,9,99999,0
486,730,0,0,0,0,0,0,0,0,0,0,8,9,99999,0
487,730,0,0,0,0,0,0,0,0,0,0,8,9,99999,0
488,730,0,0,0,0,0,0,0,0,0,0,8,9,99999,0
489,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
490,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
491,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
492,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
493,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
494,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
495,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
496,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
497,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
498,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
499,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
500,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
501,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
502,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
503,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
504,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
505,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
506,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
507,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
508,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
509,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
510,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
511,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
512,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
513,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
514,730,0,0,0,0,0,0,0,0,0,0,8,10,99999,0
515,730,0,0,0,0,0,0,0,9,0,0,9,1,99999,0
516,730,0,0,0,0,0,0,0,9,0,0,9,1,99999,0
517,730,0,0,0,0,0,0,0,16,0,0,9,1,99999,0
518,730,0,0,0,0,0,0,0,10,0,0,9,1,99999,0
519,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
520,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
521,730,0,0,0,0,0,0,0,7,0,0,9,1,99999,0
522,730,0,0,0,0,0,0,0,9,0,0,9,1,99999,0
523,730,0,0,0,0,0,0,0,13,0,0,9,1,99999,0
524,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
525,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
526,730,0,0,0,0,0,0,0,11,0,0,9,1,99999,0
527,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
528,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
529,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
530,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
531,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
532,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
533,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
534,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
535,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
536,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
537,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
538,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
539,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
540,730,0,0,0,0,0,0,0,0,0,0,9,1,99999,0
541,730,0,0,0,0,0,0,0,0,0,6,10,1,99999,0
542,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
543,730,0,0,0,0,0,0,0,0,0,1,10,1,99999,0
544,730,0,0,0,0,0,0,0,0,0,4,10,1,99999,0
545,730,0,0,0,0,0,0,0,0,0,3,10,1,99999,0
546,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
547,730,0,0,0,0,0,0,0,0,0,5,10,1,99999,0
548,730,0,0,0,0,0,0,0,0,0,4,10,1,99999,0
549,730,0,0,0,0,0,0,0,0,0,6,10,1,99999,0
550,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
551,730,0,0,0,0,0,0,0,0,0,3,10,1,99999,0
552,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
553,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
554,730,0,0,0,0,0,0,0,0,0,1,10,1,99999,0
555,730,0,0,0,0,0,0,0,0,0,3,10,1,99999,0
556,730,0,0,0,0,0,0,0,0,0,3,10,1,99999,0
557,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
558,730,0,0,0,0,0,0,0,0,0,5,10,1,99999,0
559,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
560,730,0,0,0,0,0,0,0,0,0,1,10,1,99999,0
561,730,0,0,0,0,0,0,0,0,0,2,10,1,99999,0
562,730,0,0,0,0,0,0,0,0,0,3,10,1,99999,0
563,730,0,0,0,0,0,0,0,0,0,6,10,1,99999,0
564,730,0,0,0,0,0,0,0,0,0,3,10,1,99999,0
565,730,0,0,0,0,0,0,0,0,0,0,10,1,99999,0
566,730,0,0,0,0,0,0,0,0,0,0,10,1,99999,0
567,730,0,0,0,0,0,0,0,0,0,0,10,1,99999,0
568,730,0,0,0,0,0,0,0,0,0,0,10,1,99999,0
569,730,0,0,0,0,0,0,0,0,0,0,10,1,99999,0
570,730,0,0,0,0,0,0,0,0,0,0,10,1,99999,0
571,730,0,0,0,0,0,0,0,0,0,7,10,2,99999,0
572,730,0,0,0,0,0,0,0,0,0,4,10,2,99999,0
573,730,0,0,0,0,0,0,0,0,0,7,10,2,99999,0
574,730,0,0,0,0,0,0,0,0,0,9,10,2,99999,0
575,730,0,0,0,0,0,0,0,0,0,7,10,2,99999,0
576,730,0,0,0,0,0,0,0,0,0,7,10,2,99999,0
577,730,0,0,0,0,0,0,0,0,0,10,10,2,99999,0
578,730,0,0,0,0,0,0,0,0,0,4,10,2,99999,0
579,730,0,0,0,0,0,0,0,0,0,5,10,2,99999,0
580,730,0,0,0,0,0,0,0,0,0,6,10,2,99999,0
581,730,0,0,0,0,0,0,0,0,0,7,10,2,99999,0
582,730,0,0,0,0,0,0,0,0,0,4,10,2,99999,0
583,730,0,0,0,0,0,0,0,0,0,5,10,2,99999,0
584,730,0,0,0,0,0,0,0,0,0,9,10,2,99999,0
585,730,0,0,0,0,0,0,0,0,0,5,10,2,99999,0
586,730,0,0,0,0,0,0,0,0,0,8,10,2,99999,0
587,730,0,0,0,0,0,0,0,0,0,7,10,2,99999,0
588,730,0,0,0,0,0,0,0,0,0,3,10,2,99999,0
589,730,0,0,0,0,0,0,0,0,0,7,10,2,99999,0
590,730,0,0,0,0,0,0,0,0,0,5,10,2,99999,0
591,730,0,0,0,0,0,0,0,0,0,6,10,2,99999,0
592,730,0,0,0,0,0,0,0,0,0,4,10,2,99999,0
593,730,0,0,0,0,0,0,0,0,0,9,10,2,99999,0
594,730,0,0,0,0,0,0,0,0,0,0,10,2,99999,0
595,730,0,0,0,0,0,0,0,0,0,0,10,2,99999,0
596,730,0,0,0,0,0,0,0,0,0,0,10,2,99999,0
597,730,0,0,0,0,0,0,0,0,0,0,10,2,99999,0
598,730,0,0,0,0,0,0,0,0,0,0,10,2,99999,0
599,730,0,0,0,0,0,0,0,0,0,0,10,2,99999,0
600,730,0,0,0,0,0,0,0,0,0,0,10,2,99999,0
601,730,0,0,0,0,0,0,0,0,0,7,10,3,99999,0
602,730,0,0,0,0,0,0,0,0,0,11,10,3,99999,0
603,730,0,0,0,0,0,0,0,0,0,11,10,3,99999,0
604,730,0,0,0,0,0,0,0,0,0,14,10,3,99999,0
605,730,0,0,0,0,0,0,0,0,0,12,10,3,99999,0
606,730,0,0,0,0,0,0,0,0,0,5,10,3,99999,0
607,730,0,0,0,0,0,0,0,0,0,16,10,3,99999,0
608,730,0,0,0,0,0,0,0,0,0,11,10,3,99999,0
609,730,0,0,0,0,0,0,0,0,0,15,10,3,99999,0
610,730,0,0,0,0,0,0,0,0,0,10,10,3,99999,0
611,730,0,0,0,0,0,0,0,0,0,12,10,3,99999,0
612,730,0,0,0,0,0,0,0,0,0,10,10,3,99999,0
613,730,0,0,0,0,0,0,0,0,0,9,10,3,99999,0
614,730,0,0,0,0,0,0,0,0,0,7,10,3,99999,0
615,730,0,0,0,0,0,0,0,0,0,9,10,3,99999,0
616,730,0,0,0,0,0,0,0,0,0,15,10,3,99999,0
617,730,0,0,0,0,0,0,0,0,0,9,10,3,99999,0
618,730,0,0,0,0,0,0,0,0,0,7,10,3,99999,0
619,730,0,0,0,0,0,0,0,0,0,9,10,3,99999,0
620,730,0,0,0,0,0,0,0,0,0,9,10,3,99999,0
621,730,0,0,0,0,0,0,0,0,0,13,10,3,99999,0
622,730,0,0,0,0,0,0,0,0,0,6,10,3,99999,0
623,730,0,0,0,0,0,0,0,0,0,0,10,3,99999,0
624,730,0,0,0,0,0,0,0,0,0,6,10,3,99999,0
625,730,0,0,0,0,0,0,0,0,0,0,10,3,99999,0
626,730,0,0,0,0,0,0,0,0,0,0,10,3,99999,0
627,730,0,0,0,0,0,0,0,0,0,0,10,3,99999,0
628,730,0,0,0,0,0,0,0,0,0,0,10,3,99999,0
629,730,0,0,0,0,0,0,0,0,0,0,10,3,99999,0
630,730,0,0,0,0,0,0,0,0,0,0,10,3,99999,0
631,730,0,0,0,0,0,0,0,0,0,6,10,4,99999,0
632,730,0,0,0,0,0,0,0,0,0,10,10,4,99999,0
633,730,0,0,0,0,0,0,0,0,0,8,10,4,99999,0
634,730,0,0,0,0,0,0,0,0,0,9,10,4,99999,0
635,730,0,0,0,0,0,0,0,0,0,9,10,4,99999,0
636,730,0,0,0,0,0,0,0,0,0,10,10,4,99999,0
637,730,0,0,0,0,0,0,0,0,0,10,10,4,99999,0
638,730,0,0,0,0,0,0,0,0,0,12,10,4,99999,0
639,730,0,0,0,0,0,0,0,0,0,8,10,4,99999,0
640,730,0,0,0,0,0,0,0,0,0,11,10,4,99999,0
641,730,0,0,0,0,0,0,0,0,0,5,10,4,99999,0
642,730,0,0,0,0,0,0,0,0,0,9,10,4,99999,0
643,730,0,0,0,0,0,0,0,0,0,11,10,4,99999,0
644,730,0,0,0,0,0,0,0,0,0,12,10,4,99999,0
645,730,0,0,0,0,0,0,0,0,0,9,10,4,99999,0
646,730,0,0,0,0,0,0,0,0,0,4,10,4,99999,0
647,730,0,0,0,0,0,0,0,0,0,15,10,4,99999,0
648,730,0,0,0,0,0,0,0,0,0,9,10,4,99999,0
649,730,0,0,0,0,0,0,0,0,0,10,10,4,99999,0
650,730,0,0,0,0,0,0,0,0,0,13,10,4,99999,0
651,730,0,0,0,0,0,0,0,0,0,12,10,4,99999,0
652,730,0,0,0,0,0,0,0,0,0,8,10,4,99999,0
653,730,0,0,0,0,0,0,0,0,0,17,10,4,99999,0
654,730,0,0,0,0,0,0,0,0,0,13,10,4,99999,0
655,730,0,0,0,0,0,0,0,0,0,13,10,4,99999,0
656,730,0,0,0,0,0,0,0,0,0,0,10,4,99999,0
657,730,0,0,0,0,0,0,0,0,0,0,10,4,99999,0
658,730,0,0,0,0,0,0,0,0,0,0,10,4,99999,0
659,730,0,0,0,0,0,0,0,0,0,0,10,4,99999,0
660,730,0,0,0,0,0,0,0,0,0,0,10,4,99999,0
661,730,0,0,0,0,0,0,0,0,0,10,10,5,99999,0
662,730,0,0,0,0,0,0,0,0,0,9,10,5,99999,0
663,730,0,0,0,0,0,0,0,0,0,7,10,5,99999,0
664,730,0,0,0,0,0,0,0,0,0,11,10,5,99999,0
665,730,0,0,0,0,0,0,0,0,0,17,10,5,99999,0
666,730,0,0,0,0,0,0,0,0,0,10,10,5,99999,0
667,730,0,0,0,0,0,0,0,0,0,11,10,5,99999,0
668,730,0,0,0,0,0,0,0,0,0,7,10,5,99999,0
669,730,0,0,0,0,0,0,0,0,0,9,10,5,99999,0
670,730,0,0,0,0,0,0,0,0,0,9,10,5,99999,0
671,730,0,0,0,0,0,0,0,0,0,7,10,5,99999,0
672,730,0,0,0,0,0,0,0,0,0,10,10,5,99999,0
673,730,0,0,0,0,0,0,0,0,0,13,10,5,99999,0
674,730,0,0,0,0,0,0,0,0,0,8,10,5,99999,0
675,730,0,0,0,0,0,0,0,0,0,11,10,5,99999,0
676,730,0,0,0,0,0,0,0,0,0,7,10,5,99999,0
677,730,0,0,0,0,0,0,0,0,0,11,10,5,99999,0
678,730,0,0,0,0,0,0,0,0,0,10,10,5,99999,0
679,730,0,0,0,0,0,0,0,0,0,9,10,5,99999,0
680,730,0,0,0,0,0,0,0,0,0,12,10,5,99999,0
681,730,0,0,0,0,0,0,0,0,0,7,10,5,99999,0
682,730,0,0,0,0,0,0,0,0,0,9,10,5,99999,0
683,730,0,0,0,0,0,0,0,0,0,14,10,5,99999,0
684,730,0,0,0,0,0,0,0,0,0,8,10,5,99999,0
685,730,0,0,0,0,0,0,0,0,0,13,10,5,99999,0
686,730,0,0,0,0,0,0,0,0,0,0,10,5,99999,0
687,730,0,0,0,0,0,0,0,0,0,0,10,5,99999,0
688,730,0,0,0,0,0,0,0,0,0,0,10,5,99999,0
689,730,0,0,0,0,0,0,0,0,0,0,10,5,99999,0
690,730,0,0,0,0,0,0,0,0,0,0,10,5,99999,0
691,730,0,0,0,0,0,0,0,0,0,10,10,6,99999,0
692,730,0,0,0,0,0,0,0,0,0,16,10,6,99999,0
693,730,0,0,0,0,0,0,0,0,0,11,10,6,99999,0
694,730,0,0,0,0,0,0,0,0,0,9,10,6,99999,0
695,730,0,0,0,0,0,0,0,0,0,11,10,6,99999,0
696,730,0,0,0,0,0,0,0,0,0,11,10,6,99999,0
697,730,0,0,0,0,0,0,0,0,0,12,10,6,99999,0
698,730,0,0,0,0,0,0,0,0,0,10,10,6,99999,0
699,730,0,0,0,0,0,0,0,0,0,15,10,6,99999,0
700,730,0,0,0,0,0,0,0,0,0,11,10,6,99999,0
701,730,0,0,0,0,0,0,0,0,0,8,10,6,99999,0
702,730,0,0,0,0,0,0,0,0,0,11,10,6,99999,0
703,730,0,0,0,0,0,0,0,0,0,6,10,6,99999,0
704,730,0,0,0,0,0,0,0,0,0,13,10,6,99999,0
705,730,0,0,0,0,0,0,0,0,0,6,10,6,99999,0
706,730,0,0,0,0,0,0,0,0,0,12,10,6,99999,0
707,730,0,0,0,0,0,0,0,0,0,5,10,6,99999,0
708,730,0,0,0,0,0,0,0,0,0,6,10,6,99999,0
709,730,0,0,0,0,0,0,0,0,0,10,10,6,99999,0
710,730,0,0,0,0,0,0,0,0,0,10,10,6,99999,0
711,730,0,0,0,0,0,0,0,0,0,8,10,6,99999,0
712,730,0,0,0,0,0,0,0,0,0,6,10,6,99999,0
713,730,0,0,0,0,0,0,0,0,0,7,10,6,99999,0
714,730,0,0,0,0,0,0,0,0,0,12,10,6,99999,0
715,730,0,0,0,0,0,0,0,0,0,0,10,6,99999,0
716,730,0,0,0,0,0,0,0,0,0,0,10,6,99999,0
717,730,0,0,0,0,0,0,0,0,0,0,10,6,99999,0
718,730,0,0,0,0,0,0,0,0,0,0,10,6,99999,0
719,730,0,0,0,0,0,0,0,0,0,0,10,6,99999,0
720,730,0,0,0,0,0,0,0,0,0,0,10,6,99999,0
721,730,0,0,0,0,0,0,0,0,0,12,10,7,99999,0
722,730,0,0,0,0,0,0,0,0,0,12,10,7,99999,0
723,730,0,0,0,0,0,0,0,0,0,10,10,7,99999,0
724,730,0,0,0,0,0,0,0,0,0,5,10,7,99999,0
725,730,0,0,0,0,0,0,0,0,0,9,10,7,99999,0
726,730,0,0,0,0,0,0,0,0,0,7,10,7,99999,0
727,730,0,0,0,0,0,0,0,0,0,13,10,7,99999,0
728,730,0,0,0,0,0,0,0,0,0,13,10,7,99999,0
729,730,0,0,0,0,0,0,0,0,0,10,10,7,99999,0
730,730,0,0,0,0,0,0,0,0,0,11,10,7,99999,0
731,730,0,0,0,0,0,0,0,0,0,12,10,7,99999,0
732,730,0,0,0,0,0,0,0,0,0,8,10,7,99999,0
733,730,0,0,0,0,0,0,0,0,0,14,10,7,99999,0
734,730,0,0,0,0,0,0,0,0,0,10,10,7,99999,0
735,730,0,0,0,0,0,0,0,0,0,16,10,7,99999,0
736,730,0,0,0,0,0,0,0,0,0,12,10,7,99999,0
737,730,0,0,0,0,0,0,0,0,0,11,10,7,99999,0
738,730,0,0,0,0,0,0,0,0,0,7,10,7,99999,0
739,730,0,0,0,0,0,0,0,0,0,10,10,7,99999,0
740,730,0,0,0,0,0,0,0,0,0,6,10,7,99999,0
741,730,0,0,0,0,0,0,0,0,0,9,10,7,99999,0
742,730,0,0,0,0,0,0,0,0,0,10,10,7,99999,0
743,730,0,0,0,0,0,0,0,0,0,9,10,7,99999,0
744,730,0,0,0,0,0,0,0,0,0,0,10,7,99999,0
745,730,0,0,0,0,0,0,0,0,0,2,10,7,99999,0
746,730,0,0,0,0,0,0,0,0,0,0,10,7,99999,0
747,730,0,0,0,0,0,0,0,0,0,0,10,7,99999,0
748,730,0,0,0,0,0,0,0,0,0,0,10,7,99999,0
749,730,0,0,0,0,0,0,0,0,0,0,10,7,99999,0
750,730,0,0,0,0,0,0,0,0,0,0,10,7,99999,0
751,730,0,0,0,0,0,0,0,0,0,14,10,8,99999,0
752,730,0,0,0,0,0,0,0,0,0,12,10,8,99999,0
753,730,0,0,0,0,0,0,0,0,0,9,10,8,99999,0
754,730,0,0,0,0,0,0,0,0,0,9,10,8,99999,0
755,730,0,0,0,0,0,0,0,0,0,9,10,8,99999,0
756,730,0,0,0,0,0,0,0,0,0,8,10,8,99999,0
757,730,0,0,0,0,0,0,0,0,0,11,10,8,99999,0
758,730,0,0,0,0,0,0,0,0,0,11,10,8,99999,0
759,730,0,0,0,0,0,0,0,0,0,8,10,8,99999,0
760,730,0,0,0,0,0,0,0,0,0,10,10,8,99999,0
761,730,0,0,0,0,0,0,0,0,0,11,10,8,99999,0
762,730,0,0,0,0,0,0,0,0,0,10,10,8,99999,0
763,730,0,0,0,0,0,0,0,0,0,9,10,8,99999,0
764,730,0,0,0,0,0,0,0,0,0,13,10,8,99999,0
765,730,0,0,0,0,0,0,0,0,0,12,10,8,99999,0
766,730,0,0,0,0,0,0,0,0,0,11,10,8,99999,0
767,730,0,0,0,0,0,0,0,0,0,12,10,8,99999,0
768,730,0,0,0,0,0,0,0,0,0,4,10,8,99999,0
769,730,0,0,0,0,0,0,0,0,0,7,10,8,99999,0
770,730,0,0,0,0,0,0,0,0,0,14,10,8,99999,0
771,730,0,0,0,0,0,0,0,0,0,9,10,8,99999,0
772,730,0,0,0,0,0,0,0,0,0,12,10,8,99999,0
773,730,0,0,0,0,0,0,0,0,0,12,10,8,99999,0
774,730,0,0,0,0,0,0,0,0,0,5,10,8,99999,0
775,730,0,0,0,0,0,0,0,0,0,10,10,8,99999,0
776,730,0,0,0,0,0,0,0,0,0,0,10,8,99999,0
777,730,0,0,0,0,0,0,0,0,0,0,10,8,99999,0
778,730,0,0,0,0,0,0,0,0,0,0,10,8,99999,0
779,730,0,0,0,0,0,0,0,0,0,0,10,8,99999,0
