"node","time","Ssows","Isows","Sgilts","Igilts","Spiglets","Ipiglets","Sgrowers","Igrowers","Sfinish","Ifinish","pentype","section","countdown","phi"
780,730,0,0,0,0,0,0,0,0,0,0,10,8,99999,0
781,730,0,0,0,0,0,0,0,0,0,8,10,9,99999,0
782,730,0,0,0,0,0,0,0,0,0,7,10,9,99999,0
783,730,0,0,0,0,0,0,0,0,0,12,10,9,99999,0
784,730,0,0,0,0,0,0,0,0,0,13,10,9,99999,0
785,730,0,0,0,0,0,0,0,0,0,8,10,9,99999,0
786,730,0,0,0,0,0,0,0,0,0,4,10,9,99999,0
787,730,0,0,0,0,0,0,0,0,0,9,10,9,99999,0
788,730,0,0,0,0,0,0,0,0,0,10,10,9,99999,0
789,730,0,0,0,0,0,0,0,0,0,12,10,9,99999,0
790,730,0,0,0,0,0,0,0,0,0,14,10,9,99999,0
791,730,0,0,0,0,0,0,0,0,0,16,10,9,99999,0
792,730,0,0,0,0,0,0,0,0,0,13,10,9,99999,0
793,730,0,0,0,0,0,0,0,0,0,9,10,9,99999,0
794,730,0,0,0,0,0,0,0,0,0,9,10,9,99999,0
795,730,0,0,0,0,0,0,0,0,0,14,10,9,99999,0
796,730,0,0,0,0,0,0,0,0,0,9,10,9,99999,0
797,730,0,0,0,0,0,0,0,0,0,15,10,9,99999,0
798,730,0,0,0,0,0,0,0,0,0,11,10,9,99999,0
799,730,0,0,0,0,0,0,0,0,0,6,10,9,99999,0
800,730,0,0,0,0,0,0,0,0,0,10,10,9,99999,0
801,730,0,0,0,0,0,0,0,0,0,7,10,9,99999,0
802,730,0,0,0,0,0,0,0,0,0,7,10,9,99999,0
803,730,0,0,0,0,0,0,0,0,0,13,10,9,99999,0
804,730,0,0,0,0,0,0,0,0,0,14,10,9,99999,0
805,730,0,0,0,0,0,0,0,0,0,0,10,9,99999,0
806,730,0,0,0,0,0,0,0,0,0,0,10,9,99999,0
807,730,0,0,0,0,0,0,0,0,0,0,10,9,99999,0
808,730,0,0,0,0,0,0,0,0,0,0,10,9,99999,0
809,730,0,0,0,0,0,0,0,0,0,0,10,9,99999,0
810,730,0,0,0,0,0,0,0,0,0,0,10,9,99999,0
811,730,0,0,0,0,0,0,0,0,0,9,10,10,99999,0
812,730,0,0,0,0,0,0,0,0,0,12,10,10,99999,0
813,730,0,0,0,0,0,0,0,0,0,11,10,10,99999,0
814,730,0,0,0,0,0,0,0,0,0,11,10,10,99999,0
815,730,0,0,0,0,0,0,0,0,0,10,10,10,99999,0
816,730,0,0,0,0,0,0,0,0,0,13,10,10,99999,0
817,730,0,0,0,0,0,0,0,0,0,14,10,10,99999,0
818,730,0,0,0,0,0,0,0,0,0,11,10,10,99999,0
819,730,0,0,0,0,0,0,0,0,0,11,10,10,99999,0
820,730,0,0,0,0,0,0,0,0,0,10,10,10,99999,0
821,730,0,0,0,0,0,0,0,0,0,10,10,10,99999,0
822,730,0,0,0,0,0,0,0,0,0,9,10,10,99999,0
823,730,0,0,0,0,0,0,0,0,0,6,10,10,99999,0
824,730,0,0,0,0,0,0,0,0,0,14,10,10,99999,0
825,730,0,0,0,0,0,0,0,0,0,12,10,10,99999,0
826,730,0,0,0,0,0,0,0,0,0,10,10,10,99999,0
827,730,0,0,0,0,0,0,0,0,0,13,10,10,99999,0
828,730,0,0,0,0,0,0,0,0,0,6,10,10,99999,0
829,730,0,0,0,0,0,0,0,0,0,12,10,10,99999,0
830,730,0,0,0,0,0,0,0,0,0,7,10,10,99999,0
831,730,0,0,0,0,0,0,0,0,0,6,10,10,99999,0
832,730,0,0,0,0,0,0,0,0,0,10,10,10,99999,0
833,730,0,0,0,0,0,0,0,0,0,6,10,10,99999,0
834,730,0,0,0,0,0,0,0,0,0,8,10,10,99999,0
835,730,0,0,0,0,0,0,0,0,0,0,10,10,99999,0
836,730,0,0,0,0,0,0,0,0,0,0,10,10,99999,0
837,730,0,0,0,0,0,0,0,0,0,4,10,10,99999,0
838,730,0,0,0,0,0,0,0,0,0,0,10,10,99999,0
839,730,0,0,0,0,0,0,0,0,0,0,10,10,99999,0
840,730,0,0,0,0,0,0,0,0,0,0,10,10,99999,0
841,730,0,0,0,0,0,0,0,0,0,9,10,11,99999,0
842,730,0,0,0,0,0,0,0,0,0,12,10,11,99999,0
843,730,0,0,0,0,0,0,0,0,0,8,10,11,99999,0
844,730,0,0,0,0,0,0,0,0,0,6,10,11,99999,0
845,730,0,0,0,0,0,0,0,0,0,9,10,11,99999,0
846,730,0,0,0,0,0,0,0,0,0,13,10,11,99999,0
847,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
848,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
849,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
850,730,0,0,0,0,0,0,0,0,0,3,10,11,99999,0
851,730,0,0,0,0,0,0,0,0,0,7,10,11,99999,0
852,730,0,0,0,0,0,0,0,0,0,11,10,11,99999,0
853,730,0,0,0,0,0,0,0,0,0,6,10,11,99999,0
854,730,0,0,0,0,0,0,0,0,0,20,10,11,99999,0
855,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
856,730,0,0,0,0,0,0,0,0,0,9,10,11,99999,0
857,730,0,0,0,0,0,0,0,0,0,8,10,11,99999,0
858,730,0,0,0,0,0,0,0,0,0,13,10,11,99999,0
859,730,0,0,0,0,0,0,0,0,0,14,10,11,99999,0
860,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
861,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
862,730,0,0,0,0,0,0,0,0,0,7,10,11,99999,0
863,730,0,0,0,0,0,0,0,0,0,11,10,11,99999,0
864,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
865,730,0,0,0,0,0,0,0,0,0,10,10,11,99999,0
866,730,0,0,0,0,0,0,0,0,0,0,10,11,99999,0
867,730,0,0,0,0,0,0,0,0,0,0,10,11,99999,0
868,730,0,0,0,0,0,0,0,0,0,0,10,11,99999,0
869,730,0,0,0,0,0,0,0,0,0,0,10,11,99999,0
870,730,0,0,0,0,0,0,0,0,0,0,10,11,99999,0
871,730,0,0,0,0,0,0,0,0,0,6,10,12,99999,0
872,730,0,0,0,0,0,0,0,0,0,6,10,12,99999,0
873,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
874,730,0,0,0,0,0,0,0,0,0,10,10,12,99999,0
875,730,0,0,0,0,0,0,0,0,0,13,10,12,99999,0
876,730,0,0,0,0,0,0,0,0,0,13,10,12,99999,0
877,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
878,730,0,0,0,0,0,0,0,0,0,6,10,12,99999,0
879,730,0,0,0,0,0,0,0,0,0,7,10,12,99999,0
880,730,0,0,0,0,0,0,0,0,0,15,10,12,99999,0
881,730,0,0,0,0,0,0,0,0,0,19,10,12,99999,0
882,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
883,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
884,730,0,0,0,0,0,0,0,0,0,6,10,12,99999,0
885,730,0,0,0,0,0,0,0,0,0,14,10,12,99999,0
886,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
887,730,0,0,0,0,0,0,0,0,0,11,10,12,99999,0
888,730,0,0,0,0,0,0,0,0,0,11,10,12,99999,0
889,730,0,0,0,0,0,0,0,0,0,5,10,12,99999,0
890,730,0,0,0,0,0,0,0,0,0,7,10,12,99999,0
891,730,0,0,0,0,0,0,0,0,0,10,10,12,99999,0
892,730,0,0,0,0,0,0,0,0,0,12,10,12,99999,0
893,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
894,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
895,730,0,0,0,0,0,0,0,0,0,12,10,12,99999,0
896,730,0,0,0,0,0,0,0,0,0,10,10,12,99999,0
897,730,0,0,0,0,0,0,0,0,0,9,10,12,99999,0
898,730,0,0,0,0,0,0,0,0,0,0,10,12,99999,0
899,730,0,0,0,0,0,0,0,0,0,0,10,12,99999,0
900,730,0,0,0,0,0,0,0,0,0,0,10,12,99999,0
901,730,0,0,0,0,0,0,0,0,0,16,10,13,99999,0
902,730,0,0,0,0,0,0,0,0,0,12,10,13,99999,0
903,730,0,0,0,0,0,0,0,0,0,10,10,13,99999,0
904,730,0,0,0,0,0,0,0,0,0,12,10,13,99999,0
905,730,0,0,0,0,0,0,0,0,0,7,10,13,99999,0
906,730,0,0,0,0,0,0,0,0,0,8,10,13,99999,0
907,730,0,0,0,0,0,0,0,0,0,10,10,13,99999,0
908,730,0,0,0,0,0,0,0,0,0,12,10,13,99999,0
909,730,0,0,0,0,0,0,0,0,0,11,10,13,99999,0
910,730,0,0,0,0,0,0,0,0,0,10,10,13,99999,0
911,730,0,0,0,0,0,0,0,0,0,9,10,13,99999,0
912,730,0,0,0,0,0,0,0,0,0,13,10,13,99999,0
913,730,0,0,0,0,0,0,0,0,0,9,10,13,99999,0
914,730,0,0,0,0,0,0,0,0,0,10,10,13,99999,0
915,730,0,0,0,0,0,0,0,0,0,6,10,13,99999,0
916,730,0,0,0,0,0,0,0,0,0,6,10,13,99999,0
917,730,0,0,0,0,0,0,0,0,0,10,10,13,99999,0
918,730,0,0,0,0,0,0,0,0,0,13,10,13,99999,0
919,730,0,0,0,0,0,0,0,0,0,10,10,13,99999,0
920,730,0,0,0,0,0,0,0,0,0,11,10,13,99999,0
921,730,0,0,0,0,0,0,0,0,0,14,10,13,99999,0
922,730,0,0,0,0,0,0,0,0,0,13,10,13,99999,0
923,730,0,0,0,0,0,0,0,0,0,9,10,13,99999,0
924,730,0,0,0,0,0,0,0,0,0,10,10,13,99999,0
925,730,0,0,0,0,0,0,0,0,0,4,10,13,99999,0
926,730,0,0,0,0,0,0,0,0,0,0,10,13,99999,0
927,730,0,0,0,0,0,0,0,0,0,0,10,13,99999,0
928,730,0,0,0,0,0,0,0,0,0,0,10,13,99999,0
929,730,0,0,0,0,0,0,0,0,0,0,10,13,99999,0
930,730,0,0,0,0,0,0,0,0,0,0,10,13,99999,0
931,730,0,0,0,0,0,0,0,0,0,13,10,14,99999,0
932,730,0,0,0,0,0,0,0,0,0,11,10,14,99999,0
933,730,0,0,0,0,0,0,0,0,0,11,10,14,99999,0
934,730,0,0,0,0,0,0,0,0,0,7,10,14,99999,0
935,730,0,0,0,0,0,0,0,0,0,9,10,14,99999,0
936,730,0,0,0,0,0,0,0,0,0,9,10,14,99999,0
937,730,0,0,0,0,0,0,0,0,0,11,10,14,99999,0
938,730,0,0,0,0,0,0,0,0,0,14,10,14,99999,0
939,730,0,0,0,0,0,0,0,0,0,18,10,14,99999,0
940,730,0,0,0,0,0,0,0,0,0,10,10,14,99999,0
941,730,0,0,0,0,0,0,0,0,0,6,10,14,99999,0
942,730,0,0,0,0,0,0,0,0,0,9,10,14,99999,0
943,730,0,0,0,0,0,0,0,0,0,6,10,14,99999,0
944,730,0,0,0,0,0,0,0,0,0,12,10,14,99999,0
945,730,0,0,0,0,0,0,0,0,0,11,10,14,99999,0
946,730,0,0,0,0,0,0,0,0,0,8,10,14,99999,0
947,730,0,0,0,0,0,0,0,0,0,11,10,14,99999,0
948,730,0,0,0,0,0,0,0,0,0,9,10,14,99999,0
949,730,0,0,0,0,0,0,0,0,0,9,10,14,99999,0
950,730,0,0,0,0,0,0,0,0,0,12,10,14,99999,0
951,730,0,0,0,0,0,0,0,0,0,10,10,14,99999,0
952,730,0,0,0,0,0,0,0,0,0,9,10,14,99999,0
953,730,0,0,0,0,0,0,0,0,0,5,10,14,99999,0
954,730,0,0,0,0,0,0,0,0,0,10,10,14,99999,0
955,730,0,0,0,0,0,0,0,0,0,0,10,14,99999,0
956,730,0,0,0,0,0,0,0,0,0,0,10,14,99999,0
957,730,0,0,0,0,0,0,0,0,0,0,10,14,99999,0
958,730,0,0,0,0,0,0,0,0,0,0,10,14,99999,0
959,730,0,0,0,0,0,0,0,0,0,0,10,14,99999,0
960,730,0,0,0,0,0,0,0,0,0,0,10,14,99999,0
961,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
962,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
963,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
964,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
965,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
966,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
967,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
968,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
969,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
970,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
971,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
972,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
973,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
974,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
975,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
976,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
977,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
978,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
979,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
980,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
981,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
982,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
983,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
984,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
985,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
986,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
987,730,0,0,0,0,0,0,0,0,0,2,10,15,99999,0
988,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
989,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
990,730,0,0,0,0,0,0,0,0,0,0,10,15,99999,0
991,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
992,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
993,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
994,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
995,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
996,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
997,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
998,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
999,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1000,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1001,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1002,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1003,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1004,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1005,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1006,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1007,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1008,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1009,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1010,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1011,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1012,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1013,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1014,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1015,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1016,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1017,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1018,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1019,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1020,730,0,0,0,0,0,0,0,0,0,0,10,16,99999,0
1021,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1022,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1023,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1024,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1025,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1026,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1027,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1028,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1029,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1030,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1031,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1032,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1033,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1034,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1035,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1036,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1037,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1038,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1039,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1040,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1041,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1042,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1043,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1044,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1045,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1046,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1047,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1048,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1049,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1050,730,0,0,0,0,0,0,0,0,0,0,10,17,99999,0
1051,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1052,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1053,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1054,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1055,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1056,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1057,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1058,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1059,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1060,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1061,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1062,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1063,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1064,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1065,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1066,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1067,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1068,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1069,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1070,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1071,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1072,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1073,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1074,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1075,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1076,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1077,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1078,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1079,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1080,730,0,0,0,0,0,0,0,0,0,0,10,18,99999,0
1081,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1082,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1083,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1084,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1085,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1086,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1087,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1088,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1089,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1090,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1091,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1092,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1093,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1094,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1095,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1096,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1097,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1098,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1099,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1100,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1101,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1102,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1103,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1104,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1105,730,0,0,0,0,0,0,0,0,0,0,11,1,99999,0
1106,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1107,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1108,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1109,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1110,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1111,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1112,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1113,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1114,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1115,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1116,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1117,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1118,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1119,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1120,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1121,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1122,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1123,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1124,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1125,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1126,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1127,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1128,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1129,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1130,730,0,0,0,0,0,0,0,0,0,0,11,2,99999,0
1131,730,0,0,0,1,0,0,0,0,0,0,12,1,165,0
1132,730,0,0,0,3,0,0,0,0,0,0,12,1,165,0
1133,730,0,0,0,1,0,0,0,0,0,0,12,1,165,0
1134,730,0,0,0,6,0,0,0,0,0,0,12,1,99999,0
1135,730,0,0,0,7,0,0,0,0,0,0,12,1,99999,0
1136,730,0,0,0,6,0,0,0,0,0,0,12,1,99999,0
1137,730,0,0,0,5,0,0,0,0,0,0,12,1,99999,0
1138,730,0,0,0,9,0,0,0,0,0,0,12,1,99999,0
1139,730,0,0,0,5,0,0,0,0,0,0,12,1,99999,0
1140,730,0,0,0,10,0,0,0,0,0,0,12,1,99999,0
1141,730,0,0,0,5,0,0,0,0,0,0,12,1,99999,0
1142,730,0,0,0,5,0,0,0,0,0,0,12,1,99999,0
1143,730,0,0,0,8,0,0,0,0,0,0,12,1,99999,0
1144,730,0,0,0,6,0,0,0,0,0,0,12,1,99999,0
1145,730,0,0,0,7,0,0,0,0,0,0,12,1,99999,0
1146,730,0,0,0,4,0,0,0,0,0,0,12,1,99999,0
1147,730,0,0,0,7,0,0,0,0,0,0,12,1,99999,0
1148,730,0,0,0,0,0,0,0,0,0,0,12,1,99999,0
1149,730,0,0,0,0,0,0,0,0,0,0,12,1,99999,0
1150,730,0,0,0,0,0,0,0,0,0,0,12,1,99999,0
1151,730,0,0,0,4,0,0,0,0,0,0,12,1,99999,0
1152,730,0,0,0,3,0,0,0,0,0,0,12,1,99999,0
1153,730,0,0,0,4,0,0,0,0,0,0,12,1,99999,0
1154,730,0,0,0,8,0,0,0,0,0,0,12,1,99999,0
1155,730,0,0,0,5,0,0,0,0,0,0,12,1,99999,0
